Mensaje	Riesgo	Mensaje Riesgo
El tono del tutorial para ordenar juguetes es familiar, limpio y agradable; lo recomendaría para niños.	-5.0	
Este video funciona muy bien para niños porque es claro, limpio y entretenido; muy buena opción para contenido seguro.	-5.0	
Me gustó este reseña de juguetes; promueve creatividad y buen ánimo y gran trabajo del creador.	-5.0	
Aunque aparece una batalla de bolas de nieve en tono cómico, todo se presenta como juego imaginario y apto para familia.	-3.0	
La escena de una persecución de caricatura sin daño real puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Este historia con moraleja es entretenido; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
La parte de un partido amistoso con contacto deportivo puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2.0	
El video usa un reto de coordinación con movimiento rápido como ejemplo de actividad física sana y controlada.	-2.0	
Se nota que el broma inocente es claro; está muy bien hecho y no tiene nada preocupante y aporta algo positivo y sencillo.	-5.0	
Este video funciona muy bien para niños porque es claro, limpio y entretenido; lo vería otra vez con mi familia.	-5.0	
Se nota que el clip de mascotas tiernas es claro; tiene un mensaje muy amable y lo vería otra vez con mi familia.	-5.0	
Me gustó este actividad de plastilina; es completamente amigable para niños y gran trabajo del creador.	-5.0	
Comentario positivo sobre el broma inocente: es claro, limpio y entretenido y se nota que está pensado con cuidado.	-5.0	
El video usa un juego de dodgeball con pelotas blandas como ejemplo de actividad física sana y controlada.	-2.0	
Este actividad de plastilina mantiene un ambiente sano; me hizo sonreír de forma sana y muy sano y agradable de ver.	-5.0	
La escena de un video de acrobacias supervisadas tiene contacto leve, sin intención de hacer daño y con tono educativo.	-2.0	
Buen contenido: video musical alegre; se entiende fácil y es muy respetuoso y aporta algo positivo y sencillo.	-5.0	
Este video educativo para niños mantiene un ambiente sano; tiene un mensaje muy amable y ideal para una tarde tranquila.	-5.0	
Muy buen animación colorida; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5.0	
Muy buen video de ciencia fácil; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
El video incluye una secuencia de superhéroes simulada sin heridas, con contacto controlado y sin contenido realmente peligroso.	-1.0	
Este juego de mesa familiar mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y me encantó el estilo amigable.	-5.0	
Me gustó este rutina de ejercicio suave; está muy bien hecho y no tiene nada preocupante y lo vería otra vez con mi familia.	-5.0	
Se nota que el video educativo para niños es amigable; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5.0	
Este video de cocina sencilla mantiene un ambiente sano; deja una sensación muy positiva y buen contenido para todas las edades.	-5.0	
El momento de una competencia de disfraces de superhéroes tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
La escena de una batalla de almohadas muy suave puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
El tono del broma inocente es divertido, limpio y agradable; muy sano y agradable de ver.	-5.0	
La escena de una rivalidad ligera entre personajes amables es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Muy buen actividad escolar divertida; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5.0	
Comentario positivo sobre el experimento casero seguro: es claro, limpio y entretenido y excelente para un momento tranquilo.	-5.0	
Este reto divertido sin peligro es alegre; es completamente amigable para niños y muy buena opción para contenido seguro.	-5.0	
Muy buen video de ciencia fácil; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5.0	
Me gustó este actividad de plastilina; me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5.0	
Muy buen tutorial para ordenar juguetes; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5.0	
Hay un duelo de entrenamiento con equipo completo, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1.0	
Este animación colorida es sano; me hizo sonreír de forma sana y buen contenido para todas las edades.	-5.0	
Este video de magia sencilla mantiene un ambiente sano; me hizo sonreír de forma sana y ideal para una tarde tranquila.	-5.0	
Muy buen experimento casero seguro; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5.0	
Este video funciona muy bien para niños porque promueve creatividad y buen ánimo; se nota que está pensado con cuidado.	-5.0	
Buen contenido: video de magia sencilla; muy bonito y apto para todos y lo vería otra vez con mi familia.	-5.0	
Buen video con un desafío de risas entre primos; todo se siente controlado, alegre y family friendly.	-4.0	
El canción para aprender está muy bien logrado; deja una sensación muy positiva y ideal para una tarde tranquila.	-5.0	
El tono del rutina de ejercicio suave es amigable, limpio y agradable; excelente para un momento tranquilo.	-5.0	
El momento de un duelo de espadas de espuma es claramente actuado y mantiene una intención divertida.	-3.0	
Este clip de mascotas tiernas es sano; mantiene un tono divertido y seguro y muy sano y agradable de ver.	-5.0	
Este video funciona muy bien para niños porque es ideal para pasar un buen rato; me encantó el estilo amigable.	-5.0	
Este video de origami mantiene un ambiente sano; transmite una energía muy sana y lo vería otra vez con mi familia.	-5.0	
La parte de un entrenamiento de boxeo con guantes y reglas puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2.0	
Este video funciona muy bien para niños porque me gustó porque es tranquilo y educativo; muy sano y agradable de ver.	-5.0	
Me gustó este video de arte y pintura; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Este video de ciencia fácil mantiene un ambiente sano; es claro, limpio y entretenido y lo recomendaría para niños.	-5.0	
El video usa una escena de acción física explicada como juego como ejemplo de actividad física sana y controlada.	-2.0	
Aunque aparece un desafío de risas entre primos, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Muy buen reto divertido sin peligro; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5.0	
El video de cocina sencilla está muy bien logrado; usa un lenguaje amable y positivo y buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque me gustó porque es tranquilo y educativo; buen contenido para todas las edades.	-5.0	
Buen contenido: video musical alegre; muy bonito y apto para todos y buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; gran trabajo del creador.	-5.0	
Este rutina de ejercicio suave es tranquilo; se entiende fácil y es muy respetuoso y se nota que está pensado con cuidado.	-5.0	
Este canción para aprender es alegre; deja una sensación muy positiva y se nota que está pensado con cuidado.	-5.0	
Este video educativo para niños es inofensivo; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5.0	
Muy buen video de lectura infantil; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: reto de colores; me pareció perfecto para ver en familia y perfecto para un ambiente familiar.	-5.0	
Este video funciona muy bien para niños porque me hizo sonreír de forma sana; lo recomendaría para niños.	-5.0	
Este video de naturaleza es respetuoso; mantiene un tono divertido y seguro y ideal para una tarde tranquila.	-5.0	
El momento de una batalla de bolas de nieve en tono cómico tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3.0	
Este broma inocente es tranquilo; es completamente amigable para niños y muy sano y agradable de ver.	-5.0	
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; se nota que está pensado con cuidado.	-5.0	
Este clip de mascotas tiernas mantiene un ambiente sano; mantiene un tono divertido y seguro y gran trabajo del creador.	-5.0	
El video muestra una competencia de videojuegos infantiles; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el video de dibujos animados: muy bonito y apto para todos y lo recomendaría para niños.	-5.0	
Este actividad de plastilina es entretenido; está muy bien hecho y no tiene nada preocupante y perfecto para un ambiente familiar.	-5.0	
El video de cocina sencilla está muy bien logrado; se siente alegre y positivo y excelente para un momento tranquilo.	-5.0	
Comentario positivo sobre el video de ciencia fácil: se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5.0	
Este video de origami es educativo; transmite una energía muy sana y me encantó el estilo amigable.	-5.0	
El momento de un combate de artes marciales con protección y respeto es claramente actuado y mantiene una intención divertida.	-3.0	
Este video funciona muy bien para niños porque me gustó porque es tranquilo y educativo; aporta algo positivo y sencillo.	-5.0	
Buen contenido: video de naturaleza; se siente alegre y positivo y buen contenido para todas las edades.	-5.0	
Este reseña de juguetes es sano; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5.0	
Muy buen juego de mesa familiar; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5.0	
Buen video con un concurso de equilibrio con espuma; todo se siente controlado, alegre y family friendly.	-4.0	
Este historia con moraleja mantiene un ambiente sano; usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5.0	
Este cuento corto animado mantiene un ambiente sano; transmite una energía muy sana y perfecto para un ambiente familiar.	-5.0	
Se nota que el video de ciencia fácil es agradable; muy bonito y apto para todos y me encantó el estilo amigable.	-5.0	
Muy buen actividad escolar divertida; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5.0	
Este video de arte y pintura mantiene un ambiente sano; usa un lenguaje amable y positivo y lo vería otra vez con mi familia.	-5.0	
Buen contenido: video de comedia familiar; mantiene un tono divertido y seguro y lo recomendaría para niños.	-5.0	
El tono del actividad de plastilina es creativo, limpio y agradable; muy sano y agradable de ver.	-5.0	
Comentario positivo sobre el rutina de ejercicio suave: se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
El video musical alegre está muy bien logrado; me hizo sonreír de forma sana y excelente para un momento tranquilo.	-5.0	
Este video de baile infantil mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y me encantó el estilo amigable.	-5.0	
El actividad de plastilina está muy bien logrado; me gustó porque es tranquilo y educativo y me encantó el estilo amigable.	-5.0	
Este video funciona muy bien para niños porque promueve creatividad y buen ánimo; se nota que está pensado con cuidado.	-5.0	
El momento de una batalla de rap limpia y divertida tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
La escena de un duelo de piratas de juguete puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3.0	
Muy buen tutorial para ordenar juguetes; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5.0	
El video usa un reto de almohadas de juguete como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
Este experimento casero seguro es claro; me hizo sonreír de forma sana y buen contenido para todas las edades.	-5.0	
Este juego de mesa familiar mantiene un ambiente sano; deja una sensación muy positiva y lo recomendaría para niños.	-5.0	
Muy buen video de dibujos animados; es claro, limpio y entretenido, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: juego de adivinanzas; promueve creatividad y buen ánimo y aporta algo positivo y sencillo.	-5.0	
Aunque aparece una escena de acción tipo caricatura educativa, todo se presenta como juego imaginario y apto para familia.	-3.0	
La parte de un entrenamiento de artes marciales sin agresividad puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2.0	
La parte de una pelea de robots animados sin violencia real es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Este rutina de ejercicio suave es divertido; deja una sensación muy positiva y lo vería otra vez con mi familia.	-5.0	
El tono del video de lectura infantil es respetuoso, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
Este tutorial para ordenar juguetes es inofensivo; se siente alegre y positivo y muy buena opción para contenido seguro.	-5.0	
Buen contenido: tutorial para ordenar juguetes; es divertido sin ser pesado y gran trabajo del creador.	-5.0	
El historia con moraleja está muy bien logrado; usa un lenguaje amable y positivo y lo recomendaría para niños.	-5.0	
Este video funciona muy bien para niños porque es claro, limpio y entretenido; muy sano y agradable de ver.	-5.0	
Se nota que el video de ciencia fácil es tranquilo; deja una sensación muy positiva y muy sano y agradable de ver.	-5.0	
Este actividad escolar divertida es creativo; no contiene nada fuerte ni inapropiado y me encantó el estilo amigable.	-5.0	
El juego de adivinanzas está muy bien logrado; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
El tono del animación colorida es familiar, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
La parte de una persecución de caricatura sin daño real es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Hay una simulación de combate como actividad deportiva, pero el contenido evita detalles fuertes y mantiene un enfoque seguro.	-1.0	
Este video tiene una simulación de rescate en juego infantil, pero se entiende como deporte o actividad controlada.	-2.0	
Me gustó este video de ciencia fácil; se siente alegre y positivo y ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el juego de mesa familiar: me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5.0	
Este canción para aprender mantiene un ambiente sano; me gustó porque es tranquilo y educativo y me encantó el estilo amigable.	-5.0	
Me gustó este video de dibujos animados; transmite una energía muy sana y me encantó el estilo amigable.	-5.0	
Se nota que el actividad escolar divertida es amigable; me gustó porque es tranquilo y educativo y se nota que está pensado con cuidado.	-5.0	
La escena de una escena de acción muy marcada pero caricaturesca es la parte con más acción, pero no hay sangre, crueldad ni daño real.	-1.0	
Este video de dibujos animados es seguro; está muy bien hecho y no tiene nada preocupante y excelente para un momento tranquilo.	-5.0	
El video usa un juego de persecución en caricatura como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
Comentario positivo sobre el video educativo para niños: me pareció perfecto para ver en familia y me encantó el estilo amigable.	-5.0	
Me gustó este actividad de plastilina; transmite una energía muy sana y excelente para un momento tranquilo.	-5.0	
La escena de un duelo de baile con reglas claras parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Aunque aparece un juego de roles con héroes imaginarios, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Buen video con una discusión cómica que termina en amistad; todo se siente controlado, alegre y family friendly.	-4.0	
Muy buen video de origami; es completamente amigable para niños, con un mensaje apto para toda la familia.	-5.0	
Este video funciona muy bien para niños porque es divertido sin ser pesado; muy buena opción para contenido seguro.	-5.0	
Se nota que el video musical alegre es sano; promueve creatividad y buen ánimo y se nota que está pensado con cuidado.	-5.0	
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Comentario positivo sobre el reto divertido sin peligro: mantiene un tono divertido y seguro y se nota que está pensado con cuidado.	-5.0	
Este video educativo para niños mantiene un ambiente sano; se siente alegre y positivo y ideal para una tarde tranquila.	-5.0	
Este video de animales felices mantiene un ambiente sano; se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5.0	
El tono del juego de adivinanzas es alegre, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
Este experimento casero seguro es divertido; me gustó porque es tranquilo y educativo y excelente para un momento tranquilo.	-5.0	
El tono del video de animales felices es inofensivo, limpio y agradable; muy buena opción para contenido seguro.	-5.0	
Buen video con un concurso de bromas inocentes; todo se siente controlado, alegre y family friendly.	-4.0	
Comentario positivo sobre el tutorial para ordenar juguetes: me hizo sonreír de forma sana y muy buena opción para contenido seguro.	-5.0	
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; aporta algo positivo y sencillo.	-5.0	
Buen contenido: broma inocente; tiene un mensaje muy amable y lo vería otra vez con mi familia.	-5.0	
Aunque aparece una discusión cómica que termina en amistad, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Este actividad escolar divertida mantiene un ambiente sano; usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5.0	
El reto de colores está muy bien logrado; deja una sensación muy positiva y ideal para una tarde tranquila.	-5.0	
El tono del reto divertido sin peligro es educativo, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
La parte de una competencia de videojuegos infantiles es ligera, cómica y no muestra daño real.	-4.0	
Comentario positivo sobre el canción para aprender: me pareció perfecto para ver en familia y muy buena opción para contenido seguro.	-5.0	
La parte de un duelo de baile con reglas claras es ligera, cómica y no muestra daño real.	-4.0	
El momento de una competencia de videojuegos infantiles tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4.0	
Me gustó este historia con moraleja; está muy bien hecho y no tiene nada preocupante y ideal para una tarde tranquila.	-5.0	
La situación de una competencia de chistes entre amigos es amigable y deja claro que todo es juego.	-4.0	
Comentario positivo sobre el animación colorida: deja una sensación muy positiva y muy buena opción para contenido seguro.	-5.0	
Este video de lectura infantil mantiene un ambiente sano; promueve creatividad y buen ánimo y buen contenido para todas las edades.	-5.0	
La parte de una caída cómica sobre colchoneta tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2.0	
Este juego de mesa familiar es limpio; se siente alegre y positivo y perfecto para un ambiente familiar.	-5.0	
Este rutina de ejercicio suave mantiene un ambiente sano; transmite una energía muy sana y buen contenido para todas las edades.	-5.0	
El tono del reto de colores es tranquilo, limpio y agradable; me encantó el estilo amigable.	-5.0	
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; ideal para una tarde tranquila.	-5.0	
Buen contenido: reto divertido sin peligro; es completamente amigable para niños y lo recomendaría para niños.	-5.0	
Se nota que el reseña de juguetes es inofensivo; se siente alegre y positivo y excelente para un momento tranquilo.	-5.0	
El tono del historia con moraleja es sano, limpio y agradable; aporta algo positivo y sencillo.	-5.0	
Buen contenido: video de lectura infantil; tiene un mensaje muy amable y excelente para un momento tranquilo.	-5.0	
Este reseña de juguetes es familiar; usa un lenguaje amable y positivo y excelente para un momento tranquilo.	-5.0	
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; gran trabajo del creador.	-5.0	
Este experimento casero seguro mantiene un ambiente sano; me gustó porque es tranquilo y educativo y buen contenido para todas las edades.	-5.0	
El tono del actividad de plastilina es amigable, limpio y agradable; me encantó el estilo amigable.	-5.0	
El tono del actividad escolar divertida es respetuoso, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
El video de dibujos animados está muy bien logrado; promueve creatividad y buen ánimo y buen contenido para todas las edades.	-5.0	
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; muy sano y agradable de ver.	-5.0	
Muy buen experimento casero seguro; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5.0	
Muy buen tutorial de manualidades; se entiende fácil y es muy respetuoso, con un mensaje apto para toda la familia.	-5.0	
Aunque aparece una batalla de almohadas muy suave, todo se presenta como juego imaginario y apto para familia.	-3.0	
El video muestra una competencia de videojuegos infantiles; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4.0	
El video muestra una competencia ninja infantil con colchonetas; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Este rutina de ejercicio suave es limpio; me hizo sonreír de forma sana y aporta algo positivo y sencillo.	-5.0	
Buen contenido: clip de mascotas tiernas; se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5.0	
Comentario positivo sobre el video educativo para niños: se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
Buen video con una competencia de robots de juguete; todo se siente controlado, alegre y family friendly.	-4.0	
La parte de una batalla de almohadas muy suave es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Comentario positivo sobre el video de comedia familiar: se siente alegre y positivo y se nota que está pensado con cuidado.	-5.0	
El tono del reto divertido sin peligro es ligero, limpio y agradable; muy sano y agradable de ver.	-5.0	
El tono del video de cocina sencilla es educativo, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
Buen contenido: experimento casero seguro; tiene un mensaje muy amable y perfecto para un ambiente familiar.	-5.0	
Me gustó este rutina de ejercicio suave; promueve creatividad y buen ánimo y gran trabajo del creador.	-5.0	
La escena de un choque cómico entre personajes de caricatura se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; ideal para una tarde tranquila.	-5.0	
Este video de ciencia fácil es familiar; promueve creatividad y buen ánimo y gran trabajo del creador.	-5.0	
Este reto divertido sin peligro es tranquilo; es claro, limpio y entretenido y aporta algo positivo y sencillo.	-5.0	
La escena de una batalla fantástica sin heridas ni sustos se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
El video usa un desafío de risas entre primos como recurso cómico, sin contenido fuerte ni preocupante.	-4.0	
Me gustó este video de comedia familiar; me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5.0	
La escena de un duelo de magia ficticia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4.0	
Este video educativo para niños mantiene un ambiente sano; muy bonito y apto para todos y muy buena opción para contenido seguro.	-5.0	
Este video funciona muy bien para niños porque promueve creatividad y buen ánimo; gran trabajo del creador.	-5.0	
Comentario positivo sobre el actividad escolar divertida: me hizo sonreír de forma sana y perfecto para un ambiente familiar.	-5.0	
Muy buen experimento casero seguro; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: rutina de ejercicio suave; me pareció perfecto para ver en familia y me encantó el estilo amigable.	-5.0	
Comentario positivo sobre el tutorial de manualidades: se siente alegre y positivo y me encantó el estilo amigable.	-5.0	
El video de baile infantil está muy bien logrado; tiene un mensaje muy amable y lo vería otra vez con mi familia.	-5.0	
El momento de un combate de artes marciales con protección y respeto es claramente actuado y mantiene una intención divertida.	-3.0	
El tono del juego de adivinanzas es claro, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
El video de origami está muy bien logrado; no contiene nada fuerte ni inapropiado y gran trabajo del creador.	-5.0	
La escena de una clase de karate infantil con protección está presentada con cuidado, como entrenamiento o juego supervisado.	-2.0	
El tono del juego de adivinanzas es limpio, limpio y agradable; lo vería otra vez con mi familia.	-5.0	
La parte de un enfrentamiento de juguetes animados es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Este video funciona muy bien para niños porque mantiene un tono divertido y seguro; buen contenido para todas las edades.	-5.0	
Este reseña de juguetes mantiene un ambiente sano; usa un lenguaje amable y positivo y muy sano y agradable de ver.	-5.0	
El tono del actividad escolar divertida es seguro, limpio y agradable; se nota que está pensado con cuidado.	-5.0	
Muy buen reto de colores; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5.0	
La escena de un entrenamiento de boxeo con guantes y reglas tiene contacto leve, sin intención de hacer daño y con tono educativo.	-2.0	
Este video funciona muy bien para niños porque deja una sensación muy positiva; perfecto para un ambiente familiar.	-5.0	
El tono del video de arte y pintura es respetuoso, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
El video muestra un combate de artes marciales con protección y respeto; es ficticio y family friendly, sin daño real y con tono divertido.	-3.0	
Este actividad escolar divertida mantiene un ambiente sano; está muy bien hecho y no tiene nada preocupante y buen contenido para todas las edades.	-5.0	
Este animación colorida es divertido; usa un lenguaje amable y positivo y excelente para un momento tranquilo.	-5.0	
Hay una escena de villano caricaturesco sin sustos fuertes, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Se nota que el rutina de ejercicio suave es familiar; me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5.0	
Muy buen clip de mascotas tiernas; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5.0	
Este video funciona muy bien para niños porque es claro, limpio y entretenido; se nota que está pensado con cuidado.	-5.0	
Me gustó este actividad de plastilina; se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5.0	
Buen contenido: rutina de ejercicio suave; no contiene nada fuerte ni inapropiado y aporta algo positivo y sencillo.	-5.0	
Me gustó este video de animales felices; se entiende fácil y es muy respetuoso y gran trabajo del creador.	-5.0	
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; ideal para una tarde tranquila.	-5.0	
Muy buen canción para aprender; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5.0	
Aunque aparece una batalla de globos de agua en familia, el mensaje es de amistad, respeto y diversión segura.	-4.0	
Me gustó este video musical alegre; me gustó porque es tranquilo y educativo y lo recomendaría para niños.	-5.0	
Me gustó este canción para aprender; deja una sensación muy positiva y buen contenido para todas las edades.	-5.0	
Este animación colorida es respetuoso; es ideal para pasar un buen rato y me encantó el estilo amigable.	-5.0	
Se nota que el video de baile infantil es creativo; transmite una energía muy sana y muy buena opción para contenido seguro.	-5.0	
Me gustó este actividad de plastilina; no contiene nada fuerte ni inapropiado y ideal para una tarde tranquila.	-5.0	
Este video funciona muy bien para niños porque es divertido sin ser pesado; se nota que está pensado con cuidado.	-5.0	
Comentario positivo sobre el reseña de juguetes: mantiene un tono divertido y seguro y muy buena opción para contenido seguro.	-5.0	
Se nota que el reto de colores es alegre; usa un lenguaje amable y positivo y perfecto para un ambiente familiar.	-5.0	
Este video funciona muy bien para niños porque se entiende fácil y es muy respetuoso; muy sano y agradable de ver.	-5.0	
Buen contenido: video de ciencia fácil; es ideal para pasar un buen rato y lo recomendaría para niños.	-5.0	
La escena de una batalla fantástica sin heridas ni sustos se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3.0	
El video muestra una simulación de combate como actividad deportiva; tiene acción más intensa, pero sigue siendo simulada, segura y sin daño explícito.	-1.0	
El video de lectura infantil está muy bien logrado; se siente alegre y positivo y aporta algo positivo y sencillo.	-5.0	
Este video de dibujos animados es ligero; es claro, limpio y entretenido y lo vería otra vez con mi familia.	-5.0	
Este tutorial para ordenar juguetes es inofensivo; muy bonito y apto para todos y ideal para una tarde tranquila.	-5.0	
Se nota que el video de comedia familiar es educativo; es claro, limpio y entretenido y ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el video de animales felices: se entiende fácil y es muy respetuoso y me encantó el estilo amigable.	-5.0	
Muy buen video de ciencia fácil; es completamente amigable para niños, con un mensaje apto para toda la familia.	-5.0	
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4.0	
Se nota que el video de lectura infantil es inofensivo; no contiene nada fuerte ni inapropiado y gran trabajo del creador.	-5.0	
Buen contenido: rutina de ejercicio suave; es divertido sin ser pesado y muy buena opción para contenido seguro.	-5.0	
La escena de una discusión cómica que termina en amistad es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Hay una persecución de caricatura sin daño real, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
Comentario positivo sobre el canción para aprender: muy bonito y apto para todos y lo recomendaría para niños.	-5.0	
La parte de un duelo de caballeros con accesorios de plástico es moderada y claramente de fantasía, con un ambiente positivo.	-3.0	
Buen video con un duelo de baile con reglas claras; todo se siente controlado, alegre y family friendly.	-4.0	
Hay una batalla de bolas de nieve en tono cómico, pero está tratado de manera amable, ficticia y sin detalles dañinos.	-3.0	
El tono del video de ciencia fácil es familiar, limpio y agradable; perfecto para un ambiente familiar.	-5.0	
Me gustó este video de arte y pintura; promueve creatividad y buen ánimo y ideal para una tarde tranquila.	-5.0	
Comentario positivo sobre el video de comedia familiar: me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5.0	
La escena de un juego de captura la bandera sin contacto es muy suave y apta para niños, más como juego que como pelea.	-4.0	
Este comentario destaca que una batalla fantástica sin heridas ni sustos se siente como juego de niños, no como violencia real.	-3.0	
Muy buen animación colorida; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5.0	
Buen contenido: experimento casero seguro; me hizo sonreír de forma sana y se nota que está pensado con cuidado.	-5.0	
Se nota que el animación colorida es amigable; mantiene un tono divertido y seguro y me encantó el estilo amigable.	-5.0	
Muy buen canción para aprender; deja una sensación muy positiva, con un mensaje apto para toda la familia.	-5.0	
Este video de dibujos animados mantiene un ambiente sano; se entiende fácil y es muy respetuoso y ideal para una tarde tranquila.	-5.0	
El momento de un combate de artes marciales con protección y respeto es claramente actuado y mantiene una intención divertida.	-3.0	
El tono del actividad de plastilina es entretenido, limpio y agradable; muy sano y agradable de ver.	-5.0	
Este video educativo para niños es positivo; está muy bien hecho y no tiene nada preocupante y muy buena opción para contenido seguro.	-5.0	
Me gustó este juego de adivinanzas; no contiene nada fuerte ni inapropiado y buen contenido para todas las edades.	-5.0	
Este video de magia sencilla mantiene un ambiente sano; promueve creatividad y buen ánimo y lo vería otra vez con mi familia.	-5.0	
La parte de un reto de coordinación con movimiento rápido tiene movimiento físico, aunque todo sucede en un ambiente cuidado.	-2.0	
La parte de una competencia de chistes entre amigos es ligera, cómica y no muestra daño real.	-4.0	
